dir_name,ckpt_path,config_path,log_path,linear_accuracy
VICReg_backbone_efficientnet_b5,experiment_checkpoints/backbone VS model\VICReg_backbone_efficientnet_b5\checkpoints-epoch=02-train_loss=nan.ckpt,experiment_checkpoints/backbone VS model\VICReg_backbone_efficientnet_b5\config.yaml,experiment_checkpoints/backbone VS model\VICReg_backbone_efficientnet_b5\VICReg_backbone_efficientnet_b5.csv,model_collapse
VICReg_backbone_efficientnet_b5_pretrained,experiment_checkpoints/backbone VS model\VICReg_backbone_efficientnet_b5_pretrained\checkpoints-epoch=04-train_loss=20.35.ckpt,experiment_checkpoints/backbone VS model\VICReg_backbone_efficientnet_b5_pretrained\config.yaml,experiment_checkpoints/backbone VS model\VICReg_backbone_efficientnet_b5_pretrained\VICReg_backbone_efficientnet_b5_pretrained.csv,0.30684657671164417
VICReg_backbone_mobilenet_v3,experiment_checkpoints/backbone VS model\VICReg_backbone_mobilenet_v3\checkpoints-epoch=02-train_loss=nan.ckpt,experiment_checkpoints/backbone VS model\VICReg_backbone_mobilenet_v3\config.yaml,experiment_checkpoints/backbone VS model\VICReg_backbone_mobilenet_v3\VICReg_backbone_mobilenet_v3.csv,model_collapse
VICReg_backbone_mobilenet_v3_pretrained,experiment_checkpoints/backbone VS model\VICReg_backbone_mobilenet_v3_pretrained\checkpoints-epoch=04-train_loss=19.20.ckpt,experiment_checkpoints/backbone VS model\VICReg_backbone_mobilenet_v3_pretrained\config.yaml,experiment_checkpoints/backbone VS model\VICReg_backbone_mobilenet_v3_pretrained\VICReg_backbone_mobilenet_v3_pretrained.csv,0.43228385807096453
VICReg_backbone_resnet18,experiment_checkpoints/backbone VS model\VICReg_backbone_resnet18\checkpoints-epoch=04-train_loss=20.43.ckpt,experiment_checkpoints/backbone VS model\VICReg_backbone_resnet18\config.yaml,experiment_checkpoints/backbone VS model\VICReg_backbone_resnet18\VICReg_backbone_resnet18.csv,0.22938530734632684
VICReg_backbone_resnet18_pretrained,experiment_checkpoints/backbone VS model\VICReg_backbone_resnet18_pretrained\checkpoints-epoch=04-train_loss=19.83.ckpt,experiment_checkpoints/backbone VS model\VICReg_backbone_resnet18_pretrained\config.yaml,experiment_checkpoints/backbone VS model\VICReg_backbone_resnet18_pretrained\VICReg_backbone_resnet18_pretrained.csv,0.32233883058470764
VICReg_backbone_resnet50,experiment_checkpoints/backbone VS model\VICReg_backbone_resnet50\checkpoints-epoch=02-train_loss=nan-v1.ckpt,experiment_checkpoints/backbone VS model\VICReg_backbone_resnet50\config.yaml,experiment_checkpoints/backbone VS model\VICReg_backbone_resnet50\VICReg_backbone_resnet50.csv,model_collapse
VICReg_backbone_resnet50_pretrained,experiment_checkpoints/backbone VS model\VICReg_backbone_resnet50_pretrained\checkpoints-epoch=03-train_loss=19.79.ckpt,experiment_checkpoints/backbone VS model\VICReg_backbone_resnet50_pretrained\config.yaml,experiment_checkpoints/backbone VS model\VICReg_backbone_resnet50_pretrained\VICReg_backbone_resnet50_pretrained.csv,0.3363318340829585
VICReg_backbone_vit_64,experiment_checkpoints/backbone VS model\VICReg_backbone_vit_64\checkpoints-epoch=02-train_loss=24.75.ckpt,experiment_checkpoints/backbone VS model\VICReg_backbone_vit_64\config.yaml,experiment_checkpoints/backbone VS model\VICReg_backbone_vit_64\VICReg_backbone_vit_64.csv,0.1054472763618191
